"Sr.No.","District","Name of the College,Full Address with Pin Code","LocationRural ®Urban(U)","Year ofEstablish-ment","Type ofCollege forMen only(M)For Womenonly(W)Co-education(CE)","Coursesoffered inthe CollegeUp toBachelorDegree(UG)Up toMasterDegree(PG)Or above","Whetherrecognized by theUGCunderSection2(f)&12B",Course Conduced
1.,2.,3.,4.,5.,6.,7.,8.,9.
1,Pune,"Deccan Education Society’sFergusson College,(Arts, Science)Deccan, Pune – 411 004.Ph.No.020-25654212/25675960E.Mail: office@fergusson.edu(ID.NO.PU/PN/AS/02/1885)",U,1885,MW,"UG, PG",,"B.A., B.A-Music., B.Sc.,B.Sc.-Computer Science,B.Sc-Bio-technologyB.Sc-EnvironmentalScience,B.Sc- Microbiology,Vocational ElectronicEquipment maintenance,Vocational StillPhotography andAudiovisual,Vocational BiotechnolgyM.A-English, Marathi,Economics,Psychology,M.Sc- Org Chemistry,Analytical Chemistry,Bio-Chemistry,M.Sc.Tec.Ind.Maths,"
"",,Sanstha’sShree Siddhivinayak,,,,,"MA.- Geography, English,"
"",,Arts and Commerce Mahila,,,,,"Economics, Sociology,"
"",,"Mahavidyalaya ,",,,,,M.Com.
"",,"Karvenagar, Pune-411052.",,,,,P.G.Diploma in Banking &
"",,Ph.No. 25433275/25473053,,,,,Finance
"",,Website:www.maharshikarve.ac.,,,,,
"",,in Fax No. 25465869,,,,,
"",,(ID.NO:PU/PN/ASC/086/1990),,,,,
50,Pune,M C E Society’s,U,1992,W,"UG, PG","B.A., B.Com., B.Sc.,"
"",,Abeda Inamdar Senior College,,,,,"B.C.S., B.B.A., B.C.A.,"
"",,"for Girls (Arts, Science and",,,,,P.G.Diploma in
"",,"Commerce),",,,,,Communication &
"",,"2390, K.B. Hidaytullah Road,",,,,,"Journalism, M.Com,"
"",,"Camp, Pune-411001.",,,,,"MA.-English,Sociology"
"",,"Ph.No.(020) 26446970,",,,,,"M.Sc.- Organic Chemistry,"
"",,26457577 Fax No. (020),,,,,"Mathematics, Microbiology"
"",,26434286,,,,,"M.Sc- Computer Science,"
"",,(ID.NO:PU/PN/ASC/088/1992),,,,,
51,Pune,Progressive Education Society’s,U,1992,MW,"UG,PG","B.A., B.Com. B.Sc.,"
"",,Modern College of,,,,,"B.Sc.- Computer Science,"
"",,"Arts, Science and Commerce",,,,,"B.Sc-Biotechnology,"
"",,"College,",,,,,"B.B.A., B.C.A.,B.B.M"
"",,"Ganeshkhind, Pune-411053.",,,,,M.Sc-Computer Science
"",,Ph.No. 25654021/25660091,,,,,"M.Com., M.C.A-Science"
"",,Email:modern53@rediffmail.co,,,,,"MA-Economics,"
"",,m,,,,,"M.Sc- Zoology,"
"",,Fax No. (020) 2565093,,,,,Organic Chemistry
"",,(ID.NO:PU/PN/ASC/089/1992),,,,,"Microbiology,Bio-tech"
52,Pune,Pune Zilha Shikshan Mandal’s,U,1992,MW,"UG, PG","B.A., B.Com., B.Sc., B.B.A,"
"",,"Ramkrishna More Arts,",,,,,B.C.A
"",,"Commerce and Science College,",,,,,"MA -Politics, English,"
"",,"Akurdi, Pune-411044.",,,,,"Marathi, Hindi,"
"",,Ph.No. 27650276,,,,,"M.Sc.- Analytical,"
"",,Fax No. 27659740,,,,,"Chemistry., Zoology,"
"",,(ID.NO:PU/PN/ASC/090/1992),,,,,"Geography, Botany, Physics"
"",,,,,,,"M.Sc- Computer Science.,"
"",,,,,,,"M.C.A-(science)., M.Com"
53,Pune,Acharya  Atre Vikas,R,1992,MW,UG,B.A.
"",,Pratishthan’s (Purandhar),,,,,
"",,College  of  Arts,,,,,
"",,"Holkarwada,  Jejuri, ,",,,,,
"",,"Tal – Purandar,",,,,,
"",,Dist – Pune 412 301,,,,,
"",,Ph.No.02115-253247,,,,,
"",,(ID.NO:PU/PN/A/091/1992),,,,,
54,Pune,Saraswati  Mandir Sanstha’s,U,1992,MW,UG,"B.A., B.Com, Certificate"
"",,Saraswati Arts & Commerce,,,,,"Course in French, German,"
"",,"College ( Night),",,,,,& Japanise.
"",,"1359, Shukrawar Peth,",,,,,"M.A.-Marathi,  M.Com"
"",,"Natu Baug , Pune 411 002.",,,,,
"",,Ph.No.020-24433018,,,,,
"",,(ID.NO:PU/PN/AC/092/1992),,,,,
55,Pune,Warwand Garam Shikshan,R,1993,MW,"UG, PG","B.A., B.Sc.,"
"",,Sanstha’s  Ekanath Sitaram,,,,,"M.A.-Marathi,"
"",,"Divekar Arts, Science",,,,,M.Com.
"",,"Mahavidyalaya, Warwand,",,,,,
"",,"Tal  - Daund , Dist  –Pune",,,,,
"",,Ph.No.02119-283562,,,,,
"",,(ID.NO:PU/PN/AS/096/1993),,,,,
"",,,,,,,
"",,,,,,,
56,Pune,Dnyaneshwar Gramonnati,R,1993,MW,UG,"B.A., B.Sc., B.Com., B.C.A."
"",,Mandal’s,,,,,
"",,"Hon.Balasaheb Jadhav Arts,",,,,,
"",,"Science and Commerce College,",,,,,
"",,"A/P : Ale-412411, Tal. Junnar",,,,,
"",,Dist- Pune,,,,,
"",,Ph.No. (02132)263078 /262522,,,,,
"",,E.Mail:bjcollege,,,,,
"",,ale@yahoo.co.in,,,,,
"",,(ID.NO:PU/PN/ASC/097/1993),,,,,
57,Pune,Agricultural Developmet Trust’s,R,1993,W,UG,"B.A., B.Com., B.C.A."
"",,Shardabai Pawar Mahila,,,,,"M.Com.,"
"",,"Mahavidyalaya,",,,,,B.Sc.-Home Science
"",,"Shardanagar, Malegaon(Bk),",,,,,Certificate Course in
"",,"Baramati  Dist – Pune. 413 115,",,,,,"Jerman,"
"",,Ph. No.-02112- 254250/255576,,,,,M.Sc.-Microbiology
"",,(ID.NO:PU/PN/ACS/098/1993),,,,,
58,Pune,Gramonnati Mandal’s,R,1993,MW,"UG, PG","B.A., B.Com., B.B.A.,"
"",,"Arts, Science & Commerce",,,,,B.C.A
"",,"College, Narayangaon,",,,,,"B.Sc.- Computer Science,"
"",,"Tal- Junnar,",,,,,"MA.-Economics, History"
"",,"Dist –Pune  410 504,",,,,,M.Sc-Organic Chemistry
"",,(ID.NO:PU/PN/ASC/099/1993),,,,,M.Com.
59,Pune,Vidya Prathisthan’s,R,1994,MW,"UG, PG","B.A., B.Com.,B.C.A., B.Sc.,"
"",,"Arts, Commerce and",,,,,"B.Sc - Computer Science,"
"",,"Science College,",,,,,B.sc. Applied
"",,"MIDC, Baramati-413100",,,,,"Biotechnology,"
"",,(Dist. Pune).,,,,,"B.Sc.-Bio-Technology,"
"",,Ph.No. (02112) 243714,,,,,"M.Sc.- Computer Science,"
"",,Fax No. 243488,,,,,"M.Sc., Bio-Technology,"
"",,(ID.NO:PU/PN/ASC/101/1994),,,,,"Analytical Chemistry,"
60,Pune,Padmshri D.Y.Patil Prathisthan’s,U,1995,MW,"UG, PG","B.A., B.Com., B.B.A.,"
"",,"Dr. D.Y. Patil Arts, Science and",,,,,"B.C.A.,"
"",,"Commerce College,",,,,,"B.Sc. Computer Science,"
"",,"Pimpri, Pune-411018.",,,,,"B.Sc.,-Bio-Technology,"
"",,"Ph.No.27421095/96/97,",,,,,"M.Com., M.Com-(I.T).,"
"",,27424194,,,,,"M.C.A., M.C.A-"
"",,Fax No. (020) 27420711,,,,,"(Commerece).,"
"",,Website: www.dypacs.com,,,,,"M.Sc.-Computer Science,"
"",,(ID.NO:PU/PN/ASC/111/1995),,,,,"M.A.- Pschycology,"
"",,,,,,,"English, Geography."
"",,,,,,,P.G.Diploma in Journalism.
"",,,,,,,M.Sc.-Geography.
61,Pune,Bharateeya  Jain  Sanghatana’s,U,1995,MW,"UG, PG","B.A., B.Com., B.C.A.,"
"",,"Arts, Science and Commerce",,,,,"B.Sc.,  B.Sc- Computer"
"",,"College,",,,,,"Science.,"
"",,"Wagholi, Pune-412207.",,,,,B.Sc-Enviormental Science
"",,Ph.No. (020) 27050895,,,,,& Geography
"",,www.bjscollege.org,,,,,"M.Sc.-Organic Chemistry.,"
"",,(ID.NO:PU/PN/ASC/113/1995),,,,,Chemistry
"",,,,,,,M.Com
62,Pune,Indapur Taluka Shikshan,R,1997,MW,UG,B.A.
"",,"Prasarak Mandal’s , Bhigwan",,,,,
"",,"College of Arts, Bhigwan, Tal –",,,,,
"",,"Indapur, Dist – Pune",,,,,
"",,Ph.No.-02118-247097,,,,,
"",,(ID.NO:PU/PN/A/120/1997),,,,,
63,Pune,"Samaj Shikshan Mandal’s,",R,1997,MW,UG,"B.A.,  B.Com"
"",,"Amriteshwar College of Arts,",,,,,
"",,"Winzer- 412 212,",,,,,
"",,"Tal – Velhe, Dist – Pune",,,,,
"",,Ph.No.02130-232323,,,,,
"",,(ID.NO:PU/PN/A/121/1997),,,,,
64,Pune,Camp  Education  Society's,U,1998,MW,"UG, PG","B.A., B.Com., B.Sc. B.C.A"
"",,"Arvind B. Telang Arts,",,,,,"B.Sc.-Computer Science,"
"",,"Commerce & Science College,",,,,,M.Com
"",,"Nigadi, Pune-411044.",,,,,M.Sc. Computer Science.
"",,Ph.No. 020-27658596/27653156,,,,,
"",,Website:cess01@rediffmail.com,,,,,
"",,(ID.NO:PU/PN/ASC/129/1998),,,,,
65,Pune,Shikshan Prasarak Mandal’s,R,1999,MW,UG,"B.A., B.Com. ,B.B.A.,"
"",,Sahebrao Shankarrao,,,,,"B.C.A., B.Sc.,"
"",,Dhamdhere,,,,,Certificate Course in
"",,"College of Arts & Commerce,",,,,,English Literature
"",,"Talegaon – Dhamdhere,",,,,,
"",,"Tal – Shirur,Dist – Pune",,,,,
"",,Ph.No.-02137-272462/,,,,,
"",,(ID.NO:PU/PN/AC/133/1999),,,,,
"",,,,,,,
66,Pune,Audyigik Tantra Shikshan,U,1999,MW,UG,Fine Arts
"",,Santha’s College of Fine Arts &,,,,,
"",,"Design M.I.D.C., Chinchwad,",,,,,
"",,Pune-411019,,,,,
"",,(ID.NO:PU/PN/FA/139/1999),,,,,
"",,,,,,,
67,Pune,Bhimthadi Shikshan Sanstha’s,R,1999,MW,UG,"B.A., B.Sc"
"",,"K.G.Kataria College ,",,,,,
"",,"Daund-413 801, Dist –Pune",,,,,
"",,(ID.NO:PU/PN/AC/140/1999),,,,,
68,Pune,Genba Sopanrao Moze Trust’s,U,2000,MW,UG,"B.A., B.Sc., B.Com.,"
"",,"Arts, Commerce, Science",,,,,"B.Sc - Computer Science,"
"",,College,,,,,"B.B.A., B.C.A"
"",,"191, M.H.Board  Yerawada,",,,,,
"",,Pune-411006.,,,,,
"",,Ph.No. 26687000,,,,,
"",,(ID.NO:PU/PN/ASC/143/2000),,,,,
69,Pune,"Dr. D.Y. Patil Science College,",U,2000,MW,"UG, PG","B.Sc.,"
"",,"Akurdi,",,,,,B.Sc. Computer Science
"",,Pune – 411 044,,,,,M.Sc. Computer Science
"",,(ID.NO:PU/PN/S/144/2000),,,,,M.C.A. (Science)
"",,,,,,,
70,Pune,Raja Shri Shivrai Pratisthan's,U,2000,MW,"UG, PG","B.Com.,"
"",,Maharashtra College of,,,,,"B.Sc.-Computer Science.,"
"",,"Science,Rambaug Colony,",,,,,"B.B.A., B.C.A."
"",,"Kothrud, Pune-411038.",,,,,"M.Sc.- Computer Science.,"
"",,Ph.No. 25437801,,,,,
"",,Fax No. 25453177,,,,,
"",,(ID.NO:PU/PN/S/145/2000),,,,,
"",,,,,,,
71,Pune,"Samata Vikas Pratishthan’s,",U,2000,MW,UG,"B.A.,"
"",,"Arts, Science, (BCS)College",,,,,B.Sc.- Computer Science
"",,"B Wing Second Floor, Sant",,,,,
"",,"Tukaram Complex Nigadi,",,,,,
"",,Pune – 411 044.,,,,,
"",,(ID.NO:PU/PN/AS/146/2000),,,,,
"",,,,,,,
72,Pune,Bharati Vidyapeeth’s,U,2000,MW,UG,"B.F.A-(Applied Art),"
"",,"College  of  Fine  Arts,",,,,,"B.F.A-(Painting),"
"",,"Katraj,  Dhankawadi,",,,,,B.F.A-(Sculpture)
"",,Pune – 411 043,,,,,B.F.A-(Bridge Course)
"",,Ph.No.020-24371933,,,,,M.F.A-(Applied Art)
"",,(ID.NO:PU/PN/FA/147/2000),,,,,M.F.A-(Fine Art)
73,Pune,Shikashan Prasarak Mandal’s,R,2000,MW,UG,"B.A., B.Com."
"",,Shri Padmamani Jain College of,,,,,
"",,"Arts & Commerce, Pabal",,,,,
"",,"Tal- Shirur,  Dist – Pune.412 403",,,,,
"",,Ph.No.-02138-252009,,,,,
"",,(ID.NO:PU/PN/AC/148/2000),,,,,
"",,,,,,,
74,Pune,Sanskar Mandir Sanstha’s,U,2000,MW,UG,"B.A., B.Com."
"",,"Arts, & Commerce College,",,,,,"B.Sc. Computer Science,"
"",,"Vitthalnagar, Warajemalwadi,",,,,,
"",,Pune -411 052,,,,,
"",,Ph.No.-020-25292851,,,,,
"",,(ID.NO:PU/PN/AC/149/2000),,,,,
"",,,,,,,
"",,,,,,,
75,Pune,"Institute of Science, Poona’s,",U,2000,MW,"UG, PG","B.A., B.Com., B.Sc.,"
"",,"College of Computer Science,",,,,,"B.B.A., B.C.A., B.B.M.,"
"",,"S. No. 130, Mumbai Bangalore",,,,,"B.Sc.-Computer Science,"
"",,"Highway, Opp. Wakad Police",,,,,"B.Sc., Electronics"
"",,"Chowkey, Wakad,",,,,,"Communication & Science,"
"",,Pune 411 057.,,,,,"M.C.S., M.Com., MCA"
"",,Ph. No. 020-22934719/20,,,,,"M.A.-Economics,"
"",,www.ccspune.org.,,,,,M.A/Mass Communication
"",,(ID.NO:PU/PN/SC/153/2000),,,,,"& Journalism,"
"",,,,,,,
76,Pune,Spicer Memorial College,U,2001,MW,UG,"B.A., B.Com., B.Sc."
"",,"Arts, Commerce & Science",,,,,B.Sc.-Computer Science
"",,"Aundh, Pune-411007.",,,,,"B.Sc-Bio-technology,"
"",,Ph.No. 55890381,,,,,B.Sc.-Microbiology
"",,Fax No. 0091-020-5888418 7,,,,,B.C.A.
"",,(ID.NO:PU/PN/ASC/156/2001),,,,,M.A- English
"",,,,,,,M.C.A.-(Sciecne)
"",,,,,,,Certificate Course in
"",,,,,,,English
77,Pune,Pune Vidyarthi Griha’s,U,2001,MW,"UG, PG","B.Sc.- Computer Science,"
"",,College  of  Science,,,,,"M.Sc -Computer Science,"
"",,"44, Vidyanagari, Shivdarshan,",,,,,"M.C.A-(Science).,"
"",,"Parvati, Pune-411 009",,,,,
"",,E.Mail.pvgscos@yahoo.com,,,,,
"",,(ID.NO:PU/PN/SC/157/2001),,,,,
78,Pune,Kranti  Education Society’s,U,2001,MW,UG,B.Sc. Computer Science
"",,"B.C.S. Science College,",,,,,(Closed)
"",,"Wagholi , Dist – Pune",,,,,
"",,(ID.NO:PU/PN/SC/158/2001),,,,,
79,Pune,National Center for Rural,U,2001,MW,UG,B.Sc. Computer Science
"",,Development’s B.C.S. Science,,,,,(Closed)
"",,"College, Bhosari , Pune –39",,,,,
"",,(ID.NO:PU/PN/SC/159/2001),,,,,
80,Pune,Audhyogik Shikshan Mandal's,U,2001,MW,"UG, PG","B.A., B.Com. B.C.S.,"
"",,"College of Commerce, Science",,,,,"B.B.A., B.C.A., B.B.M.,"
"",,"& Information Technology,",,,,,"B.H.M.T.T., M.C.A.,"
"",,"S.T.P. Building, Purnanagar",,,,,"Diploma in Taxation,"
"",,"Complex,Chinchwad,",,,,,P.G.Diploma in Inter
"",,Pune-411019.,,,,,nationtional Buisness
"",,Ph.No. 27475090,,,,,
"",,(ID.NO:PU/PN/SC/160/2001),,,,,
"",,,,,,,
81,Pune,Rajmata Jijau Shikshan Mandal's,U,2001,MW,"UG, PG","B.A., B.Com.,B.B.A.,"
"",,"Arts, Commerce & B.C.S.",,,,,B.C.A
"",,Science College,,,,,"B.Sc.- Computer Science,"
"",,"Landewadi, Bhosari,",,,,,"B.Sc.- Bio-technology,"
"",,Pune-411039.,,,,,"M.Sc.- Computer Science,.,"
"",,Phone No. 020-27124910,,,,,"M.Sc.- Bio-technology.,"
"",,Website: www.rjspm.org,,,,,"M.C.A.-(Science).,"
"",,(ID.NO:PU/PN/SC/161/2001),,,,,"M.Com.,"
"",,,,,,,"P.G.Diploma in Taxation.,"
"",,,,,,,Certificate Course in
"",,,,,,,"French, Germen"
82,Pune,Sinhagad Technical Education,U,2001,MW,UG,"B.Sc.- Computer Science,"
"",,Society’s,,,,,"B.Sc.- Bio-technology,"
"",,"Sinhgad College of Science,",,,,,"B.B.A., B.C.A.  B.B.M"
"",,"Sr.No.44/1,Vadgaon (Bk),",,,,,
"",,"Sinhgad Road,",,,,,
"",,Pune - 411041.,,,,,
"",,Ph.No. (020) 24341730,,,,,
"",,Fax No. 020- 2435692,,,,,
"",,www.sinhgad.edu,,,,,
"",,(ID.NO:PU/PN/SC/162/2001),,,,,
"",,,,,,,
83,Pune,"Snehvardhak Education Trust’s,",R,2001,MW,UG,B.Sc. Computer Science
"",,"B.C.S. Science College,",,,,,
"",,"Panchwati Colony , Talegaon",,,,,
"",,"Dhabhade,",,,,,
"",,Dist – Pune,,,,,
"",,(ID.NO:PU/PN/SC/164/2001),,,,,
"",,,,,,,
84,Pune,Dr.D.Y.Patil Pratishthan’s,R,2001,MW,UG,B.Sc. Computer Science
"",,B.C.S. Science College,,,,,
"",,"Lonawala , Tal – Maval,",,,,,
"",,Dist – Pune,,,,,
"",,(ID.NO:PU/PN/SC/165/2001),,,,,
"",,,,,,,
85,Pune,Chanakya Education Society's,U,2001,MW,"UG, PG","B.Com., B.B.A., B.C.A.,"
"",,Indira College of Commerce &,,,,,"B.B.M ,."
"",,Science,,,,,B.Sc - Computer Science
"",,New Pune-Mumbai Bypass,,,,,M.Sc.-Computer Science
"",,"Highway,",,,,,M.Com
"",,"Tathwade, Pune-411033.",,,,,
"",,Ph.No. 020-020-22934217,,,,,
"",,Fax No. 020-22932633,,,,,
"",,(ID.NO:PU/PN/SC/166/2001),,,,,
86,Pune,Netaji Shikshan  Sanstha’s,R,2001,MW,UG,"B.A., B.Com.,"
"",,"Arts, & Commerce College,",,,,,
"",,"Kedgaon, Tal – Daund ,",,,,,
"",,Dist – Pune,,,,,
"",,Ph.No.02119-224534,,,,,
"",,(ID.NO:PU/PN/AC/168/2001),,,,,
"",,,,,,,
87,Pune,Maharashtra  Girls  Education,U,2001,W,UG,"B.Com.,"
"",,"Society’s,",,,,,"B.B.A., B.C.A.,B.B.M"
"",,Huzurpaga Mahila Vanijya,,,,,
"",,"Mahavidyalaya,",,,,,
"",,"Laxmi Road, Pune 411 030.",,,,,
"",,Ph. No. 020-,,,,,
"",,24455484/24497538,,,,,
"",,(ID.NO:PU/PN/C/169/2001),,,,,
88,Pune,Saraswati Vidyalaya Union’s,U,2001,MW,UG,B.Com.
"",,"Commerce Night College ,",,,,,
"",,"414, Somwar Peth,",,,,,
"",,Pune – 411 011.,,,,,
"",,Ph.No-26135472,,,,,
"",,(ID.NO:PU/PN/C/170/2001),,,,,
89,Pune,Dr. D.Y. Patil Pratisthan's,U,2001,MW,UG,"B.A., B.Com  B.B.A,"
"",,"Arts, Science & Commerce",,,,,"B.C.A,"
"",,"College,",,,,,"B.Sc-Computer Science,."
"",,"Sec.No 27, Near Lokmanya",,,,,"B.Sc- Biotechnology,"
"",,"Hospital, Akurdi, Pune-411044.",,,,,
"",,Ph.No. 27650313,,,,,
"",,(ID.NO:PU/PN/ASC/144/2001),,,,,
90,Pune,Mandke Human Happiness,U,2002,W,UG,"B.A., B.Com., B.C.A"
"",,"Foundation’s,",,,,,
"",,Smt. Sudhatai Mandke,,,,,
"",,College (Arts & Commerce ),,,,,
"",,"Sr.No.47/8, Erandwane,",,,,,
"",,"Paud Road,  Pune-411 038.",,,,,
"",,Ph.No.020-25453665/25439359,,,,,
"",,E.mail:mandkecollege@vsnl.net,,,,,
"",,www.mhhf.in,,,,,
"",,(ID.NO:PU/PN/ASC/178/2002),,,,,
"",,,,,,,
91,Pune,Shri Gajanan Maharaj Shikshan,R,2002,MW,UG,"B.A., B.Com., B.C.A"
"",,Prasarak  Sanstha’s,,,,,"M.A- English., Economics,"
"",,Shardchandra Pawar,,,,,
"",,"Arts & Commerce College,",,,,,
"",,"P radakshina Road,  Alandi",,,,,
"",,"Devachi  Tal. Khed, Dist. Pune",,,,,
"",,Ph. No. 2135-232857,,,,,
"",,(ID.NO:PU/PN/AC/181/2002),,,,,
"",,,,,,,
92,Pune,Mahatma Gandhi Sarvodaya,R,2002,MW,UG,"B.A., B.Com., B.Sc."
"",,Sangh’s,,,,,
"",,"Arts, Science & Commerce",,,,,
"",,"College, Urali Kanchan",,,,,
"",,Dist – Pune,,,,,
"",,(ID.NO:PU/PN/ASC/182/2002),,,,,
"",,,,,,,
93,Pune,Chandrakant Yashwant Dangat,U,2002,MW,UG,"B.A., B.Com."
"",,Patil Shikshan & Krida Mandal’s,,,,,M.Com
"",,Shivchhatrapati Arts &,,,,,
"",,"Commerce College, Vadgaon",,,,,
"",,"(BK), Pune – 411 041",,,,,
"",,(ID.NO:PU/PN/AC/183/2002),,,,,
94,Pune,"Shri Shivaji Education Society’s,",R,2003,MW,UG,"B.A., B.Com. (Closed)"
"",,"Arts, Commerce College,",,,,,
"",,"Bawada , Tal Indapur,",,,,,
"",,Dist – Pune,,,,,
"",,(ID.NO:PU/PN/AC/185/2003),,,,,
95,Pune,Sinhgad Technical Education,U,2003,MW,UG,"B.A., B.Com.,"
"",,Society’s,,,,,"B.B.A., B.C.A..,"
"",,Sinhgad Arts & Commerce,,,,,"M.Com.,"
"",,"College,",,,,,Certifiacte Course in Jerman
"",,S.No.49/2 & 53/2 Narhe,,,,,& Japnies
"",,"Ambegaon  Bk !,",,,,,
"",,"Tal. Haveli,  Dist. Pune.411 041",,,,,
"",,Ph. No. 24392221,,,,,
"",,Website:www.sinhgad.edu.,,,,,
"",,(Id. No. PU/PN/AC/190/2003),,,,,
96,Pune,Shree  Balaji  Society’s,U,2003,MW,UG,"B.A.,  B.Com.,  B.Sc.,"
"",,"Arts  &  Commerce College,",,,,,"B.B.A., B.C.A"
"",,"Sr. No. 55/2-7, Tathawade,",,,,,"B.Sc - Computer Science.,"
"",,"Near Wakad Police Station,",,,,,B.Sc- Environmental Sci
"",,Pune-411 033.,,,,,B.Sc- Electronics
"",,Ph.No. 020-22932928,,,,,B.Sc- Microbiology
"",,Website:www.bcacspune.com.,,,,,M.A/M.C.J
"",,(ID.NO:PU/PN/AC/191/2003),,,,,
"",,,,,,,
97,Pune,Forum  for  Culture  Studies,U,2003,MW,"UG, PG",B.C.A .
"",,Institute of  Advanced Studies in,,,,,"M.A.- English,"
"",,"English,",,,,,Certificate Course in
"",,"Ganeshkhind road, Aundh,",,,,,"Japnese, Certificate Course"
"",,Pune-411007.,,,,,in Communication in
"",,Ph. No. 25887601,,,,,English.
"",,"(ID.NO:PU/PN/M.A.,M.Phil/19",,,,,
"",,3/2003),,,,,
98,Pune,Sinhgad Technical Education,U,2003,MW,UG,"B.Com., B.B.A., B.C.A."
"",,Society’,,,,,M.Com
"",,Sinhgad  College  of  Commerce,,,,,
"",,"Kondhwa (Bk),  Dist. Pune",,,,,
"",,Ph. No. 26933634,,,,,
"",,(ID.NO:PU/PN/C/194/2003),,,,,
99,Pune,Shri Chhatrapati Education,R,2003,MW,UG,"B.A., B.Com."
"",,Santha’s Art’s & Commerce,,,,,
"",,"College, Bhavaninagar,",,,,,
"",,"Tal. Indapur, Dist. Pune",,,,,
"",,(ID.NO:PU/PN/AC/195/2003),,,,,
100,Pune,Arya Samaj Trust,U,2003,MW,UG,B.Com.
"",,"College of Commerce,",,,,,
"",,"Masharashi Dayanand Marg,",,,,,
"",,"Pimpri,",,,,,
"",,Pune-411017,,,,,
"",,(ID.NO:PU/PN/C/196/2003),,,,,
101,Pune,"Maeer’s Mitsom College,",U,2004,MW,UG,"B.B.A., B.C.A., B.B.M."
"",,"S.No. 124, Paud Road,",,,,,
"",,"Kothrud, Pune-411038.",,,,,
"",,"(ID.NO:PU/PN/BBA,BCA,BFT/",,,,,
"",,208/2004),,,,,
102,Pune,"Kasturi  Education  Sanstha’s,",R,2004,MW,UG,"B.A., B.Com.,  B.Sc.,"
"",,"Arts & Commerce College,",,,,,B.Sc- Computer  Science
"",,"Shikrapur,  Tal.Shirur,",,,,,B.C.A
"",,Dist. Pune 412 208,,,,,
"",,(ID.NO:PU/PN/AC/209/2004),,,,,
103,Pune,Gajanan Maharaj S.P. Mandal’,R,2004,W,UG,"B.A., B.Com."
"",,Shri Vilas Tambe Arts &,,,,,"M.A- Economics, Marathi"
"",,"Commerce College for Women,",,,,,M.Com
"",,"Otur, Tal. Junnar, Dist. Pune",,,,,
"",,Ph.No.952132-264456,,,,,
"",,(ID.NO:PU/PN/AC(Women)/21,,,,,
"",,0/2004),,,,,
104,Pune,MAEER’s,U,2004,MW,UGPG,"B.A., B.Com,  B.Sc"
"",,Arts Science & Commerece,,,,,B.Sc- Computer  Science
"",,College,,,,,M.C.A-(Scienece)
"",,"Sr.No.124, Paud Road,",,,,,Certificate Course in
"",,"Kothrud,  Pune - 411 038",,,,,"French, Jerman, Japnies"
"",,Ph.No.020-25431795/25432767,,,,,P.G.Diploma in
"",,Website:macscollege.com,,,,,"International Business.,"
"",,(ID.NO:PU/PN/ACS/210/2004),,,,,P.G.Diploma in Banking &
"",,,,,,,"Finance. , P.G.Diploma in"
"",,,,,,,"Taxation.,"
"",,,,,,,M.A/Mass communication
"",,,,,,,& Journalism
"",,,,,,,
105,Pune,Genba Sopanrao Moze Trust’s,R,2004,MW,UG,"B.A., B.Com., B.Sc."
"",,"Arts, Science & Commerce",,,,,
"",,"College, Wadmukhwadi,",,,,,
"",,"Charoli, Alandi Road,",,,,,
"",,"Tal. Haveli, Dist. Pune",,,,,
"",,(ID.NO:PU/PN/ASC/216/2004),,,,,
106,Pune,"Kannada Sangha Pune,",U,2005,MW,UG,B.Com.
"",,"College of Commerce,",,,,,"B.B.A,  B.C.A.,"
"",,"S. No. 36, Ganesh  Nagar,",,,,,"B.Sc.,"
"",,"Near  CDSS, Erandawane,",,,,,B.Sc-Computer  Science
"",,Pune 411 038.,,,,,
"",,Ph. No. 020-,,,,,
"",,65201927/25433136,,,,,
"",,(ID.NO:PU/PN/C/217/2005),,,,,
108,Pune,Vikas Pratishthan’s,U,2005,MW,UG,"B.A., B.Com."
"",,Late Tukaram Dhondiba  Pathare,,,,,B.Sc- Computer  Science
"",,"Arts & Commerce College,",,,,,"B.B.A., B.C.A. B.B.M"
"",,"Chandan Nagar,  Pune-411014.",,,,,
"",,Ph. No. 020-27011211,,,,,
"",,(Id. No. PU/PN/AC/218/2005),,,,,
109,Pune,Pawana Shikshan Prasarak,U,2005,MW,UG,"B.A., B.Com."
"",,Mandal’s,,,,,B.C.A
"",,"Arts & Commerce College,",,,,,
"",,"M.I.D.C, Indrayani Nagar,",,,,,
"",,"Bhosari, Pune-411 026",,,,,
"",,(ID.NO:PU/PN/AC/219/2005),,,,,
110,Pune,Kailas Education Society Arts &,R,2003,MW,UG,"B.A., B.Com."
"",,"Commerce College, Rahu, Tal.",,,,,
"",,"Daud, Dist. Pune",,,,,
"",,(ID.NO:PU/PN/AC/221/2003),,,,,
111,Pune,Maeer’s College of Commerce,U,2004,MW,UG,B.Com.
"",,"( Night), S.No. 124, Paud Road,",,,,,
"",,"Kothrud,",,,,,
"",,Pune-411038.,,,,,
"",,ID.NO:PU/PN/C(Night)/212/200,,,,,
"",,4),,,,,
112,Pune,"D.Y. Patil Pratishtan’s,",U,2004,MW,UG,"Applied Arts, Craft"
"",,Dr. D.Y. Patil Applied Arts &,,,,,
"",,"Craft College, Akurdi,",,,,,
"",,Pune-411044,,,,,
"",,(ID.NO:PU/PN/Arts&Crafts/213,,,,,
"",,/2004),,,,,
"",,,,,,,
