Tal : Kalyan,8779636129,(B.Com),(Banking and,M.Com.(Busine,Commerce,(Advance,,
Dist : Thane,,,Insurance),ss,(Accounting and,Accountancy) -,,
"",3. B.M.S.,Management),Finance) - 60,60,,,,
(Year of Estb. - 1979-80),4. Bachelor of,5. M.Com,4. Bachelor of,3. M.A,,,,
Granted,Science (B.Sc.),(Advance,Commerce,(Psychology) -,,,,
"(College Type - ARTS, COMMERCE",(Computer,Accountancy),(Banking and,10,,,,
& SCIENCE),Science),6. M.Com,Insurance) - 60,4. Ph.D.,,,,
"",5. Bachelor of,(Banking &,5. Bachelor of,Physics - 5,,,,
email : kvpcollege@hotmail.com,Science,Finance),Science (B.Sc.) -,5. M.Sc.,,,,
"",(Information,7. Ph.D. in,100,(Inorganic,,,,
"",,,,,,,,
Technology),Commerce,6. Bachelor of,Chemistry) By,,,,,
(B.Sc.I.T),8. Ph.D.,Science (B.Sc.),Research - 5,,,,,
6. Bachelor of,Physics,(Computer,6. Ph.d,,,,,
Science (Bio-,9. M.Sc.,Science) - 60,Inorganic,,,,,
Technology),(Inorganic,7. Bachelor of,Chemistry - 10,,,,,
"",Chemistry) By,Science,7. M.A (History),,,,,
"",Research,(Information,- 60,,,,,
10. Ph.d,Technology),8. Ph.D. in,,,,,,
Inorganic,(B.Sc.I.T) - 60,Commerce - 8,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",,,,,,Chemistry,8. Bachelor of,9. Ph.D. Botany
"",,,,,11. Ph.D.,Science (Bio-,- 10,
"",,,,,Zoology,Technology) - 35,10. M.Sc.,
"",,,,,12. M.Sc.,9. B.M.S. - 60,Chemistry,
"",,,,,Chemistry,,(InOrganic) (By,
"",,,,,(InOrganic) (By,papers) - 30,,
"",,,,,papers),,,
72,[ETH63752] - Manjunath College of,DR. V.S. ADIGAL,1. Bachelor of,,1. Bachelor of,1. M.Com,1. Bachelor of,1. M.Com
"",Commerce & Junior College of,,Commerce,,Commerce,(Advance,Commerce,(Advance
"",,,,,,,,
"","Commerce , Thakurli",Phone No. : 251-,(B.Com),(Accounting and,Accountancy),(B.Com) - 120,Accountancy) -,
"",,2441826,,Finance),,2. Bachelor of,60,
"","KANCHANGAON, KHAMBALPADA",Mobile :,2. Bachelor of,Commerce,,,,
"",Thakurli(East) - 421201,9869033064,Commerce,(Accounting and,,,,
"",Tal : Kalyan,,(Banking and,Finance) - 60,,,,
"",Dist : Thane,Insurance),3. Bachelor of,,,,,
"",,3. Bachelor of,Commerce,,,,,
"",(Year of Estb. - 1999-00),Management,(Banking and,,,,,
"",Granted,Studies (B.M.S),Insurance) - 60,,,,,
"",(College Type - COMMERCE),,4. Bachelor of,,,,,
"",,,Management,,,,,
"",email : mcac_college@rediffmail.com,Studies (B.M.S),,,,,,
"",,- 60,,,,,,
"",,,,,,,,
73,"[ETH48953] - Model College,",Dr. B. S. Ajitkumar,1. Bachelor of,,1. Bachelor of,1.,1. Bachelor of,1.
Dombivli,,Commerce,,Arts (B.A.),M.Com.(Busine,Mass Media,M.Com.(Busine,
"",,,,,,,,
"",Phone No. : 251-,(B.Com),2. Bachelor of,ss,(B.M.M) - 60,ss,,
"P-32, Phase - II, MIDC, Residential",2470010,,Mass Media,Management),2. Bachelor of,Management) -,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"","Area, Dombivli (E)",Mobile :,,,(B.M.M),2. M.Com,Commerce,60
Dombivali(East) - 421203,9702333880,3. B.A.,(Advance,(B.Com) - 120,2. M.Com,,,
Tal : Kalyan,,[Literature],Accountancy),3. Bachelor of,(Advance,,,
Dist : Thane,"[English,]",3. M.Com,Commerce,Accountancy) -,,,,
"",4. Bachelor of,(Banking &,(Accounting and,80,,,,
(Year of Estb. - 1989-90),Commerce,Finance),Finance) - 60,3. M.Com,,,,
Granted,(Accounting and,4. M.Sc.,4. Bachelor of,(Banking &,,,,
(College Type - COMMERCE),Finance),Information,Commerce,Finance) - 60,,,,
"",5. Bachelor of,Technology,(Banking and,4. M.Sc.,,,,
email : principal.model@gmail.com,Commerce,,Insurance) - 60,Information,,,,
"",(Banking and,5. Bachelor of,Technology -,,,,,
"",,,,,,,,
Insurance),Commerce,20,,,,,,
6. Bachelor of,(Financial,,,,,,,
Commerce,Markets) - 60,,,,,,,
(Financial,6. Bachelor of,,,,,,,
Markets),Science (B.Sc.) -,,,,,,,
7. B.M.S.,120,,,,,,,
8. B.Com,7. Bachelor of,,,,,,,
(Investment,Science (B.Sc.),,,,,,,
Management),(Computer,,,,,,,
"[Accountancy,]",Science) - 60,,,,,,,
9. Bachelor of,8. Bachelor of,,,,,,,
Science (B.Sc.),Science,,,,,,,
10. Bachelor of,(Information,,,,,,,
Science (B.Sc.),Technology),,,,,,,
(Computer,(B.Sc.I.T) - 60,,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",,,,,Science),,9. B.M.S. - 60,
"",,,,,11. Bachelor of,10. B.Com,,
"",,,,,Science,(Investment,,
"",,,,,(Information,Management) -,,
"",,,,,Technology),60,,
"",,,,,(B.Sc.I.T),11. B.A.,,
"",,,,,,[Literature] - 1,,
74,[ETH48395] - Pragati College of Arts,DR.ASHOK,1. Bachelor of,,1. Bachelor of,1. M.A,1. Bachelor of,
"and Commerce, Dombivli",PANDURANG,Arts (B.A.),,Commerce,(Economics),Arts (B.A.) - 120,,
"",,,,,,,,
"",MAHAJAN,2. Bachelor of,(Banking and,"[Economics,]",2. Bachelor of,,,
"PRAGATI COLLEGE ROAD,",,Commerce,Insurance),2. Ph.D.,Commerce,,,
"DATTANAGAR, DOMBIVALI (E)",Phone No. : 251-,(B.Com),2. Bachelor of,Economics,(B.Com) - 120,,,
Dombivali(East) - 421201,2883110,,Science,3. M.Com,3. Bachelor of,,,
Tal : Kalyan,Mobile :,(Information,(Advance,Commerce,,,,
Dist : Thane,9821263789,Technology),Accountancy),(Banking and,,,,
"",,(B.Sc.I.T),4. Ph.D. in,Insurance) - 60,,,,
(Year of Estb. - 1997-98),3. Bachelor of,Commerce,4. Bachelor of,,,,,
Granted,Management,,Management,,,,,
(College Type - ARTS &,Studies (B.M.S),Studies (B.M.S),,,,,,
COMMERCE),,- 60,,,,,,
"",,5. Bachelor of,,,,,,
email : pragaticollege@gmail.com,Science,,,,,,,
"",(Information,,,,,,,
"",,,,,,,,
Technology),,,,,,,,
(B.Sc.I.T) - 60,,,,,,,,
S.N,Name of College,Name of Principal List of Permanently Affiliated,,List of Yearly Affiliated Courses,Intake Capacity
o.,Type of Grant / Year of,Courses,,,
"",Establishment,UG,PG,UG PG,UG PG
75,[ETH48597] - Swami Vivekanand,Dr. Anuja Narayan,,1. Bachelor of,
"",Night College Of Arts and,Palsuledesai,,Arts (B.A.),
"","Commerce, Dombivli",,,2. Bachelor of,
"",,Phone No. : 251-,,Commerce,
"","chhatrapati bhavan ayre road,",2410115,,(B.Com),
"",dombivli east,Mobile :,,,
"",Dombivali(East) - 421201,9821176069,,,
"",Tal : Kalyan,,,,
"",Dist : Thane,,,,
"",(Year of Estb. - 1998-99),,,,
"",Granted,,,,
"",(College Type - ARTS &,,,,
"",COMMERCE),,,,
"",,,,,
"",email :,,,,
"",swaminightcollege@yahoo.co.in,,,,
"",,,,,
76,[ETH26438] - Janseva S. Mandals,DR. SHANKAR 1. Bachelor of,,1. Bachelor of 1. M.A (Hindi),1. Bachelor of
"",Shantaram Bhau College of Arts and,MARUTI PATIL Arts (B.A.),,"Commerce [Hindi,]",Arts (B.A.) - 480
"","Science, Gotirambhau College of",,,(B.Com) 2. M.A,2. Bachelor of
"","Commerce, Shivle, Murbad",Phone No. : 2524-,,"[Commerce ,] (English)",Commerce
"",,247017,,"2. Bachelor of [English,]",(B.Com) - 120
"","At. Post. Shivle, Tal. Murbad, Dist.",Mobile :,,Science (B.Sc.) 3. M.A,3. Bachelor of
"",Thane,9221285104,,3. Bachelor of (Economics),Management
"",Murbad(East) - 421401,,,"Science (B.Sc.) [Economics,]",Studies (B.M.S)
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,
o.,Type of Grant / Year of,,Courses,,,
"",Establishment,,UG PG,UG PG,UG,PG
"",Tal : Murbad,,,(Computer 4. M.A - 60,,
"",Dist : Thane,,,Science) (Marathi) 4. Bachelor of,,
"",,,,"4. Bachelor of [Marathi,] Science (B.Sc.) -",,
"",(Year of Estb. - 1989-90),,,Science 5. M.A (History) 120,,
"",Granted,,,"(Information [History,] 5. Bachelor of",,
"","(College Type - ARTS, COMMERCE",,,Technology) 6. M.Com Science (B.Sc.),,
"",& SCIENCE),,,(B.Sc.I.T) (Advance (Computer,,
"",,,,5. Bachelor of Accountancy) Science) - 120,,
"",email : shivlecollege@rediffmail.com,,,Management [Advance 6. Bachelor of,,
"",,,,"Studies (B.M.S) Accountancy,] Science",,
"",,,,7. M.Sc. (Information,,
"",,,,Computer Technology),,
"",,,,Science (B.Sc.I.T) - 60,,
"",,,,[Computer,,
"",,,,"Science,]",,
"",,,,8. M.Sc.,,
"",,,,Chemistry,,
"",,,,(Organic) (By,,
"",,,,papers),,
"",,,,[Organic,,
"",,,,"Chemistry,]",,
77,"[ETH73986] - B. N. N. College Arts,",Dr. Ashok,1. Bachelor of 1. M.Sc.,1. B.M.M 1. M.A 1. Bachelor of,,1.
"",Science & Commerce,Damodar Wagh,Arts (B.A.) Chemistry,(English) (Philosophy) Arts (B.A.) - 120,,M.Com.(Busine
"",,,(Organic) (By,2. B.M.M 2. 2. Bachelor of,,ss
"","DHAMANKAR NAKA, COLLEGE",Phone No. : 2522-,papers),(Marathi) M.Com.(Busine Commerce,,Management) -
"",ROAD,228650,2. M.Sc.,3. Bachelor of ss (B.Com) - 120,,60
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",Bhiwandi(East) - 421302,Mobile :,,(Zoology) By,Commerce,Management),3. Bachelor of,2. M.A
Tal : Bhiwandi,9421539231,Papers,(B.Com),3. M.Com (E-,Commerce,(Philosophy) -,,
Dist : Thane,,3. M.Sc.,4. Bachelor of,Commerce),(Accounting and,60,,
"",(Zoology) By,Commerce,4. M.Sc.,Finance) - 60,3. M.Sc.,,,
(Year of Estb. - 1966-67),Research,(Accounting and,Organic,4. Bachelor of,Organic,,,
Granted,4. M.A,Finance),Chemistry,Commerce,Chemistry - 20,,,
"(College Type - ARTS, COMMERCE",(Economics),5. Bachelor of,5. M.Sc. I.T.,(Banking and,4. M.Sc. I.T. -,,,
& SCIENCE),5. M.A,Commerce,6. M.Sc.,Insurance) - 60,20,,,
"",(English),(Banking and,(Analytical,5. Bachelor of,5. M.Sc.,,,
email : bnncollege1966@gmail.com,6. M.Com,Insurance),Chemistry) By,Commerce,(Zoology) By,,,
"",(Advance,6. Bachelor of,Papers,(Financial,Papers - 5,,,
"",,,,,,,,
Accountancy),Commerce,7. M.Sc.,Markets) - 60,6. M.Sc.,,,,
7. M.Sc.,(Financial,(Computer,6. Bachelor of,(Analytical,,,,
Analytical,Markets),Science) By,Science (B.Sc.) -,Chemistry) By,,,,
Chemistry,7. B.M.S.,Papers,120,Papers - 20,,,,
"",8. Bachelor of,,7. Bachelor of,7. M.Sc.,,,,
Science (B.Sc.),Science (B.Sc.),(Zoology) By,,,,,,
9. Bachelor of,(Computer,Research - 3,,,,,,
Science (B.Sc.),Science) - 60,8. M.Com (E-,,,,,,
(Computer,8. Bachelor of,Commerce) -,,,,,,
Science),Science,60,,,,,,
10. Bachelor of,(Information,9. M.Sc.,,,,,,
Science,Technology),Chemistry,,,,,,
(Information,(B.Sc.I.T) - 60,(Organic) (By,,,,,,
Technology),9. Bachelor of,papers) - 5,,,,,,
(B.Sc.I.T),Science (Bio-,10. M.Sc.,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",,,,,11. Bachelor of,,Technology) - 35,(Computer
"",,,,,Science (Bio-,10. B.M.M,Science) By,
"",,,,,Technology),(English) - 60,Papers - 20,
"",,,,,12. B.Sc.,11. B.M.S. - 60,,
"",,,,,Microbiology,12. B.Sc.,,
"",,,,,,Microbiology -,,
"",,,,,,35,,
78,[ETH25639] - G.M. Momin Womans,Dr. Moses J. Kolet,,,1. Bachelor of,1. Master of,1. Bachelor of,1. M.A
College,,,,Arts (B.A.),Arts (M.A),Arts (B.A.) - 120,(Honours) in,
"",,,,,,,,
"",Phone No. : 2522-,2. Bachelor of,2. M.A,2. Bachelor of,Sociology - 60,,,
"Rais High School Campus, Thana",225437,Commerce,(Honours) in,Commerce,2. M.Com,,,
Road,Mobile :,(B.Com),Sociology,(B.Com) - 120,(Advance,,,
Bhiwandi(West) - 421308,9820113152,3. B.M.S.,3. M.A,3. Bachelor of,Accountancy) -,,,
Tal : Bhiwandi,,4. Bachelor of,(Philosophy),Science (B.Sc.) -,60,,,
Dist : Thane,Science (B.Sc.),4. M.A,120,3. M.A,,,,
"",5. Bachelor of,(English),4. Bachelor of,(Philosophy) -,,,,
(Year of Estb. - 1989-90),Science,"[English,]",Science,60,,,,
Granted,(Information,5. M.A (History),(Information,4. M.A,,,,
"(College Type - ARTS, COMMERCE",Technology),6. M.A (Urdu),Technology),(English) - 60,,,,
& SCIENCE),(B.Sc.I.T),7. M.A. (Islamic,(B.Sc.I.T) - 60,5. M.Sc.,,,,
"",6. Bachelor of,Studies),5. Bachelor of,Physics - 20,,,,
email : princy_gmmwc@yahoo.com,Science (Bio-,8. M.Com,Science (Bio-,6. M.Sc. I.T. -,,,,
"",Technology),(Advance,Technology) - 35,20,,,,
"",,,,,,,,
7. B.Sc,Accountancy),6. B.M.S. - 60,7. M.A (History),,,,,
(Interdisciplinary,9. M.Sc.,7. B.Sc,- 60,,,,,
),Physics,(Interdisciplinary,8. M.Sc.,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,,Intake Capacity
o.,Type of Grant / Year of,,Courses,,,
"",Establishment,,UG PG,UG PG,,UG PG
"",,,,10. M.Sc. I.T.,) - 60,(Botany) By
"",,,,11. M.Sc.,,Papers - 10
"",,,,(Botany) By,,9. M.Sc.
"",,,,Papers,,(Analytical
"",,,,12. M.Sc.,,Chemistry) By
"",,,,(Zoology) By,,Papers - 10
"",,,,Papers,,10. M.Sc.
"",,,,13. M.Sc.,,(Mathematics)
"",,,,(Analytical,,By Papers - 20
"",,,,Chemistry) By,,11. M.Sc.
"",,,,Papers,,(Zoology) By
"",,,,14. M.Sc.,,Research - 10
"",,,,(Mathematics),,12. M.A (Urdu)
"",,,,By Papers,,- 60
"",,,,15. Ph.D.,,13. M.A.
"",,,,Botany,,(Islamic
"",,,,16. M.Sc.,,Studies) - 60
"",,,,(Zoology) By,,
"",,,,Research,,
79,[EPL78432] - St. Gonsalo Garcia,Dr. Cecilia Francis,,1. Bachelor of 1. Master of,1. Bachelor of,1. Master of
"",College of Arts & Commerce,Carvalho,,Arts (B.A.) Arts (M.A),Arts (B.A.) - 120,Arts (M.A) - 40
"",,,,2. Bachelor of 2. M.Com,2. Bachelor of,2. M.Com
"",Behind Vasai Cricket Ground,Phone No. : 77-,,Commerce (Advance,Commerce,(Advance
"","(Chimmaji Appa Ground), Vasai (W)",67811134,,(B.Com) Accountancy),(B.Com) - 120,Accountancy) -
"",Vasai(West) - 401201,Mobile :,,3. Bachelor of 3. M.Sc.,3. Bachelor of,60
"",Tal : Vasai,9422385050,,Commerce Information,Commerce,3. M.Sc.
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",Dist : Palghar,,,,(Accounting and,Technology,(Accounting and,Information
"",,Finance),,Finance) - 60,Technology -,,,
"",(Year of Estb. - 1984-85),4. Bachelor of,4. Bachelor of,20,,,,
"",Granted,Commerce,Commerce,,,,,
"",(College Type - ARTS &,(Banking and,(Banking and,,,,,
"",COMMERCE),Insurance),Insurance) - 60,,,,,
"",,5. Bachelor of,5. Bachelor of,,,,,
"",email : gonsalogarcia@yahoo.co.in,Science,Management,,,,,
"",,(Information,Studies (B.M.S),,,,,
"",,,,,,,,
"",,,,,Technology),- 60,,
"",,,,,(B.Sc.I.T),6. Bachelor of,,
"",,,,,6. Bachelor of,Science,,
"",,,,,Management,(Information,,
"",,,,,Studies (B.M.S),Technology),,
"",,,,,,(B.Sc.I.T) - 60,,
80,[ETH89542] - Vidyavardhinis,Dr. Keshav N.,1. Bachelor of,,1. Bachelor of,1. M.A,1. Bachelor of,1. M.Com
"","Annasaheb Vartak College Arts,",Ghorude,Arts (B.A.),,Commerce,(Economics),Arts (B.A.) - 120,(Advance
"",,,,,,,,
"",Kedarnath Malhotra College of,,2. Bachelor of,(Banking and,"[Economics,]",2. Bachelor of,Accountancy) -,
"",,,,,,,,
"","Commerce, E.S.Andrades College of",Phone No. : 250-,Commerce,Insurance),2. M.A,Commerce,1,
"",Science,2332017,(B.Com),2. Bachelor of,(Marathi),(B.Com) - 120,2. M.Sc.,
"",,Mobile :,3. Bachelor of,Science (B.Sc.),"[Marathi,]",3. Bachelor of,Information,
"",NAVGHAR VASAI ROAD WEST,9869900766,Science (B.Sc.),(Computer,3. M.A (History),Commerce,Technology -,
"",Vasai(West) - 401202,,,Science),"[History,]",(Banking and,20,
"",Tal : Vasai,3. Bachelor of,4. M.Com,Insurance) - 60,3. M.A,,,
"",Dist : Palghar,Science,(Advance,4. Bachelor of,(Economics) - 1,,,
"",,(Information,Accountancy),Management,4. M.A,,,
"",,,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",(Year of Estb. - 1971-72),,,,Technology),[Advance,Studies (B.M.S),(Marathi) - 1
"",Granted,(B.Sc.I.T),"Accountancy,]",- 60,5. M.A (History),,,
"","(College Type - ARTS, COMMERCE",[Information,5. Ph.D,5. Bachelor of,- 1,,,
"",& SCIENCE),"Technology,]",Economics,Science (B.Sc.) -,6. Ph.D.,,,
"",,4. Bachelor of,"[Economics,]",120,Zoology - 1,,,
"",email :,Science (Bio-,6. M.Sc.,6. Bachelor of,7. Ph.D,,,
"",avct23_principal@rediffmail.com,Technology),Information,Science (B.Sc.),Economics - 1,,,
"",,5. Bachelor of,Technology,(Computer,8. M.Sc.,,,
"",,,,,,,,
"",,,,,Management,7. Ph.D.,Science) - 60,(Zoology) By
"",,,,,Studies (B.M.S),Zoology,7. Bachelor of,Research - 1
"",,,,,,"[Zoology,]",Science,9. M.Sc.
"",,,,,,8. M.Sc.,(Information,(Computer
"",,,,,,(Zoology) By,Technology),Science) By
"",,,,,,Research,(B.Sc.I.T) - 60,Papers - 20
"",,,,,,"[Zoology,]",8. Bachelor of,
"",,,,,,9. M.Sc.,Science (Bio-,
"",,,,,,(Computer,Technology) - 35,
"",,,,,,Science) By,,
"",,,,,,Papers,,
81,[EPL82593] - Chinchani Tarapur,Principal,1. Bachelor of,,1. Bachelor of,1. M.A (Hindi),1. Bachelor of,1.
Education Societys Purushottamdas,Dr.Pramila S.Raut,Commerce,,Arts (B.A.),2. M.A,Arts (B.A.) - 120,M.Com.(Busine,
"",,,,,,,,
Laldas Shroff College of Arts &,,(B.Com),2. Bachelor of,(Marathi),2. Bachelor of,ss,,
Commerce,Phone No. : 2528-,,Commerce,3.,Commerce,Management) -,,
"",242508,(B.Com),M.Com.(Busine,(B.Com) - 120,60,,,
At Post Chinchani Vangaon Naka Tal,Mobile :,3. B.M.S.,ss,3. Bachelor of,2. M.Com,,,
Dahanu Dist Palghar,9890316375,4. Bachelor of,Management),Science (B.Sc.) -,(Advance,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",Dahanu(East) - 401503,,,,Science (B.Sc.),4. M.Com,120,Accountancy) -
"",Tal : Dahanu,5. Bachelor of,(Advance,4. Bachelor of,60,,,
"",Dist : Palghar,Science,Accountancy),Science,3. M.A (Hindi) -,,,
"",,(Information,,(Information,60,,,
"",(Year of Estb. - 1986-87),Technology),Technology),4. M.A,,,,
"",Granted,(B.Sc.I.T),(B.Sc.I.T) - 60,(Marathi) - 60,,,,
"","(College Type - ARTS, COMMERCE",,5. B.M.S. - 60,,,,,
"",& SCIENCE),,,,,,,
"",,,,,,,,
"",email : plshroffcollege@gmail.com,,,,,,,
"",,,,,,,,
82,[EPL26453] - Dnyan Bharti Societys,DR RAVINDRA,1. Bachelor of,,1. B.M.S.,,1. B.M.S. - 60,
Sau. Sitabai Ramkrushna Karandikar,BHAGOJI,Commerce,,,,,,
"",,,,,,,,
Senior College of Commerce & Late,GHAGAS,(B.Com),,,,,,
Mehernosh Boman Burjor Irani,,2. Bachelor of,,,,,,
College of Arts & BSES Junior,Phone No. : 2528-,Arts (B.A.),,,,,,
College of Science,222831,,,,,,,
"",Mobile :,,,,,,,
"VADKUN,DAHANU ROAD",9272737685,,,,,,,
Dahanu(West) - 401602,,,,,,,,
Tal : Dahanu,,,,,,,,
Dist : Palghar,,,,,,,,
"",,,,,,,,
(Year of Estb. - 1981-82),,,,,,,,
Granted,,,,,,,,
(College Type - ARTS &,,,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",COMMERCE),,,,,,,
"",,,,,,,,
"",email :,,,,,,,
"",srk_mbbicollege@rediffmail.com,,,,,,,
"",,,,,,,,
83,[EPL56394] - N.B. Mehta (Valwada),DR ANJALI,1. Bachelor of,,1. Bachelor of,1. M.Com,1. Bachelor of,1. M.Com
Science College,SATISH,Science (B.Sc.),,Commerce,(Advance,Commerce,(Advance,
"",,,,,,,,
"",KULKARNI,,(B.Com),Accountancy),(B.Com) - 120,Accountancy) -,,
ACHARYA BHISE VIDYANAGAR,,2. Bachelor of,[Advance,2. Bachelor of,60,,,
BORDI,Phone No. : 2528-,Science (B.Sc.),"Accountancy,]",Science (B.Sc.) -,2. M.Sc.,,,
Dahanu(West) - 401701,254357,(Computer,2. M.Sc.,120,Information,,,
Tal : Dahanu,Mobile :,Science),Information,3. Bachelor of,Technology -,,,
Dist : Palghar,9822968142,[Computer,Technology,Science (B.Sc.),10,,,
"",,"Science,]",[Information,(Computer,3. M.Sc.,,,
(Year of Estb. - 1993-94),3. Bachelor of,"Technology,]",Science) - 24,Computer,,,,
Granted,Science,3. M.Sc.,4. Bachelor of,Science - 20,,,,
(College Type - SCIENCE),(Information,Computer,Science,4. M.Sc.,,,,
"",Technology),Science,(Information,Organic,,,,
email : nbmbordioffice@gmail.com,(B.Sc.I.T),[Computer,Technology),Chemistry - 10,,,,
"",[Information,"Science,]",(B.Sc.I.T) - 60,5. M.Sc.,,,,
"",,,,,,,,
"Technology,]",4. M.Sc.,5. Bachelor of,Physics - 10,,,,,
4. Bachelor of,Organic,Science (Bio-,,,,,,
Science (Bio-,Chemistry,Technology) - 35,,,,,,
Technology),[Organic,6. B.Sc.,,,,,,
"[Biotechnology,]","Chemistry,]",Microbiology -,,,,,,
5. B.Sc.,5. M.Sc.,35,,,,,,
S.N,Name of College,Name of Principal List of Permanently Affiliated,,List of Yearly Affiliated Courses Intake Capacity,
o.,Type of Grant / Year of,,Courses,,
"",Establishment,UG,PG,UG PG UG,PG
"",,,,Microbiology Physics,
"",,,,"[Microbiology,] [Physics,]",
"",,,,,
84,[EPL45293] - Adivasi Pragati Mandal,BHAGWAN,,1. Bachelor of 1. M.A (History) 1. Bachelor of,1. M.Com
"",Sanchalit Com. Godavari Shamrao,ABHIMANSING,,Arts (B.A.) 2. M.Com Arts (B.A.) - 120,(Advance
"",Parulekar College of Arts Commerce,RAJPUT,,2. Bachelor of (Advance 2. Bachelor of,Accountancy) -
"",& Science,,,Commerce Accountancy) Commerce,60
"",,Phone No. : 2521-,,"(B.Com) [Accountancy,] (B.Com) - 120",2. M.A (History)
"",TALASARI PATILPADA,220702,,3. Bachelor of 3. Bachelor of,- 60
"",Talasari(East) - 401606,Mobile :,,Science (B.Sc.) Science (B.Sc.) -,
"",Tal : Talasari,8007183970,,120,
"",Dist : Palghar,,,,
"",(Year of Estb. - 1994-95),,,,
"",Granted,,,,
"","(College Type - ARTS, COMMERCE",,,,
"",& SCIENCE),,,,
"",,,,,
"",email : gspcollege@gmail.com,,,,
"",,,,,
85,[EPL59687] - Gokhale Education,Dr.Shrinivas 1. Bachelor of,,1. Bachelor of 1. Bachelor of,
"","Societys Arts, Commerce and",Vishnu Joshi Arts (B.A.),,Science (B.Sc.) Arts (B.A.) - 120,
"","Science College, Jawhar",2. Bachelor of,,2. Bachelor of,
"",,Phone No. : 2520- Commerce,,Commerce,
"",Gokhale Education Societys Arts,222470 (B.Com),,(B.Com) - 120,
"",Commerce and Science College,Mobile :,,3. Bachelor of,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",Jawhar,9970395030,,,,,Science (B.Sc.) -,
"",Jawhar(East) - 401603,,120,,,,,
"",Tal : Jawhar,,,,,,,
"",Dist : Palghar,,,,,,,
"",,,,,,,,
"",(Year of Estb. - 1983-84),,,,,,,
"",Granted,,,,,,,
"","(College Type - ARTS, COMMERCE",,,,,,,
"",& SCIENCE),,,,,,,
"",,,,,,,,
"",email :,,,,,,,
"",principalaccjwr@rediffmail.com,,,,,,,
"",,,,,,,,
86,[EPL27534] - Rayat S.S. Arts,Dr.Pawar P. R.,1. Bachelor of,,1. Bachelor of,1. M.A (History),,1. M.A (History)
"Science Commerce College,",,Commerce,,Arts (B.A.),"[History,]",,- 60,
"",,,,,,,,
Mokhada,Phone No. : 2529-,(B.Com),2. Bachelor of,,,,,
"",256628,,Science (B.Sc.),,,,,
"ARTS, SCIENCE & COMMERCE",Mobile :,,,,,,,
COLLEGE MOKHADA,9869616135,,,,,,,
Mokhada - 401604 Tal : Mokhada,,,,,,,,
Dist : Palghar,,,,,,,,
"",,,,,,,,
(Year of Estb. - 1984-85),,,,,,,,
Granted,,,,,,,,
"(College Type - ARTS, COMMERCE",,,,,,,,
& SCIENCE),,,,,,,,
S.N,Name of College,Name of Principal,List of Permanently Affiliated,List of Yearly Affiliated Courses,Intake Capacity,,,
o.,Type of Grant / Year of,,Courses,,,,,
"",Establishment,UG,PG,UG,PG,UG,PG,
"",,,,,,,,
"",,,,,,,,
"",email : asccmokhada@gmail.com,,,,,,,
