69.,"No.197, 198, 4th Main Road, Chamrajpet,",2000,Pvt,,BCom
"",,,,Hgowda9764@gmail.com,
"",Bangalore-560018,,,,
"",,,,,
"",,,,,
"","BTL Evening College,",,,,
"","#2, BSK III Stage, III Phase, II Block,",,,,
70.,,2013,Pvt.,,"BA- H, E, P; & BCom"
"","Near Big Bazar,",,,,
"",Bangalore-560 085,,,,
"","BTM First Grade College,",,,Ph.No. : 080 - 32986074,
"","No.42, Hosapalya Main Road, Near Fabritext",,,Fax: 080 – 42045274,
71.,,2006,Pvt.,,"BCom., BCA  & BBA"
"","Garments, Kudlu Gate, Hosur Main Road,",,,E-mail : btmfgc@gmail.com,
"",Bangalore-68.,,,Web: www.srinivasainstitutions.com,
"",,,,Ph.No. : 080 -  26611924 / 41600090,
"","C.B. Bandari Jain College,",,,,
"",,,,Fax: 080 – 26611924,
72.,"84 K.R Road, Shankar Puram,",2000,Pvt.,,"BCom., & BBA"
"",,,,E-mail : bjcollege@airtelmail.in,
"",Bangalore-4,,,,
"",,,,Web: www.bhandarijaincollege.org,
"","Canara College,",,,,
"","Krishnasagara, Yadavanahalli Gate, Hosur",,,,
73.,,2007,Pvt.,,B.com
"","Road, Anekal Taluk,",,,,
"",Bangalore -562107.,,,,
74.,"Cauvery First Grade College,",2006,Pvt.,Ph.No. : 080 –23628449,"BCom., &  BCA"
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"","No.354, F Block, Sahakaranagar,",,,E-mail : krishnappa.com@gmail.com,
"",Bangalore -92,,,/principalcauvery@gmail.com,
"",,,,Web.www.cauverysocialandeducationaltrust.,
"",,,,org,
"","Chamarajpet First Grade College,",,,Ph.No. : 080 – 22422830,
75.,"Chamarajpet,",1993,Pvt.,Fax: 080  26609160,"BA- H, E, Soc ; & BCom"
"",Bangalore-18.,,,E-mail: mysoreanupama@gmail.com,
"",,,,Ph.No. 080 –25476509/41252084/86,
"","Chinmaya Institute of Management,",,,Fax: 080 – 25476509,
"","CO, Chinmaya Mission Hospital,",,,"E-mail : cihl2000@airtelmailin,2006.","PG Diploma in (Hospital Admn.,"
76.,,2009,Pvt.,,
"","CMH Road, Indiranagar,",,,chinmaya@gmail.com,and Health Care Management)
"",Bangalore -38.,,,"Web:www.chinmayamanagement.com.,chin",
"",,,,mayamission.com,
"","Chinnamma Junjappa  Reddy R.J.S College,",,,,
"",,,,Ph.No. : 080 -  25222555/25401555,
77.,"Chowdeshwari Layout, R.J.S Rd, Marathahalli,",2002,Pvt.,,BCom
"",,,,E-mail : cjrkrjs@yahoo.co.in,
"",Bangalore-37,,,,
"","Chitra Koot Institute of Information Sciences,",,,,
"","Chitra Koot Farm, Tippagondanahally,",,,,"BCom, BCA"
78.,,2012,Pvt.,,
"","Magadi Road,",,,,"BA- H, E, Soc ;H,S,K"
"",Bangalore -562 120,,,,
"","City college,",,,Ph.No. : 080 – 26649277,"BSc –P,M,Cs; Stat,M,Cs; BT, B, C;"
"","27/2, 33rd Cross, 2nd Main road,",,,Fax: 080 – 26533570,"C, Z, BT; BC,B,MB;MS Commn"
79.,,1999,Pvt.,,
"","7th block, Jayanagar,",,,E-mail : citycollege@vsnl.net,"BCom., BCA.,BBA., MCA, MBA, &"
"",Bangalore-82,,,Web: cityinstitution.com,"M.Sc – MB, BT"
"","CMR Centre for Business Studies,",,,Ph.No. : 080 – 25453077 / 88,
80.,"#5, 2nd Cross, 3rd Main, Bhuvanagiri,",2009,Pvt.,Fax: 080 – 25453088,"BCom, BCA, BBA, & MBA"
"","OMBR Layout,",,,E-mail : director2010.cmrcbs@gmail.com,
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"",Bangalore-560 043.,,,Web:  www.cmrcbs@cmr.ac.in/,
"",,,,www.cmr.ac.in,
"",,,,Ph.No. : 080 – 25453077,
"","CMR Centre for Media  & Mgmt. Studies,",,,,"BA-Jour,Psy, Comm.Eng; BBA,"
81.,"No.5, 2 nd  Cross, 3rd Main, Bhuvanagiri, OMBR",2007,Pvt.,Fax: 080–25453077,MSc-Electronic Media & MS
"",,,,E-mail : jayashankarblr@gmail.com,
"","Layout, Bangalore -43",,,,Communication
"",,,,Web: www.CMRCMMS.ac.in,
"",,,,,
"",,,,Ph.No. : 080 – 25251847 /25290719,
"","CNK Reddy Colleg of Busienss Mgt.,",,,,
"",,,,Fax: 080 – 25295342,
82.,"193, double Road, II stage, Indiranagar,",1994,Pvt.,,"BBA.,  & MBA"
"",,,,E-mail : cnkreddycollege@yahoo.com,
"",Bangalore-38,,,,
"",,,,Web: www.cnkreddycollege.in,
"",,,,,
"","Colombia College,",,,,
"",,,,Ph.No. : 080 – 65414746 / 41717081,
"","#6, Guruvanagar, Kothanur Dinne Main",,,,
83.,,2007,Pvt.,Email:lakshman_r17@rediffmail.com,"BCom., BCA.,  & BBA"
"","Road,JP Nagar,  7th Phase,",,,,
"",,,,/lakshmanr17@gmail.com,
"",Bangalore –78,,,,
"",Community Institute of Commerce &,,,,
"","Management Evening Degree College,",,,,
84.,"No.2/1, 8th Main, 9th cross,",2013,Pvt.,,B.com
"","2nd Block Jayangar,",,,,
"",Bangalore-560 011.,,,,
"",,,,Ph.No. : 080 – 32413788 / 26577851,
"",Community Institute of Commerce &,,,,
"",,,,/26566444 / 32413788,
"","Management Studies,",,,,"BCom, BCA, & BBA"
85.,,2009,Pvt.,Fax: 080 - 26578037,
"","#2 Block, Jayangar,",,,,
"",,,,E-mail : principal.cicms@yahoo.com,
"",Bangalore -11,,,,
"",,,,Web: www.cimsbschool.org,
"",,,Nature,,,
"",,Year,,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,,
"",,Estd.,,,,with combination
"",,,Insttn.,,,
"",,,,Ph.No. : 080 – 32413788 / 26577851,,
"","Community Institute of Management Studies,",,,Fax: 26578037,,
86.,"#2 Block, Jayangar,",2007,Pvt.,E-mail : director@cimsbschool.org/,MBA,
"",Bangalore -11,,,info@cimbschool.org,,
"",,,,Web: www.cimsbschool.org,,
"",,,,Ph.No. : 080-26563356,,
"","Crescent First Grade College for Women,",,,,,
"",,,,Fax: 26563356,,
87.,"Bangalore South City, Basavanagudi,",2010,Pvt.,,"BA- H,E,P & BCom",
"",,,,E-mail : mohdshab@yahoo.com,,
"",Bangalore -560 004,,,,,
"",,,,Web: www.cresentassociationins.org,,
"",,,,,,
"","D.V.S. Shilpashree Degree Evening College,",,,,,
"","#6, Sunkadakatte, Magadi Main Road,",,,,,
88.,"Vishwaneedum Post,",2008,Pvt.,E-Mail:Gnanendriya.dng@gmail.com,"BA – H, E, P & BCom",
"",Bangalore -91,,,,,
"",,,,,,
"",,,,,,
"","Darshan College,",,,Ph.No. : 080 – 28605444,,
89.,"Mysore Road, Opp. R.V. Engineering College,",2009,Pvt.,E-mail : brovee@rediffmail.com,"BCom, BCA, & BBA",
"",Bangalore-560 059.,,,Web: www.darshancollege. Org,,
"","Darshan First Grade Evening College,",,,,,
90.,"H.R Layout, Prashanth Nagar,",1997,Pvt.,Ph.No. : 080 – 23283480 /23580547,"BA – H, E, P;  & BCom",
"",Bangalore-560079,,,,,
"","Dayananda Sagar Business Academy,",,,"Ph.No: 080–26660789,23380659, 28432909",,
"","Udayapura, BM Kaval, Kanakapura Road,",,,Fax: 080 - 26660789,,
91.,,2009,Pvt.,,"BCom, BCA & BBA",
"","Near Art of Living,",,,E-mail : principaldsba@gmail.com,,
"",Bangalore,,,Web: www.dayanandasagar.edu,,
92.,,1978,,Ph.No. : 080 – 26660789 /26662226,"BA – J, E, H;",
"",,,Nature,,,
"",,Year,,,,Courses offered
SL.No,Name and Address of the College,,of,,Phone / Fax / E-Mail / Web,
"",,Estd.,,,,with combination
"",,,Insttn.,,,
"",,,,Fax,: 080 – 26660789 – 37,"BSc -BC,Z, Gen; Z, C,BT;P, C, M; E,"
"",,,,E-mail : ningegowda.t.b.com,,"Stat, M; P, M, Cs; C,Z,MB;"
"","Dayananda Sagar College of Arts, Science &",,,,,
"",,,,Web,: www.ningegowda.tb.com,",Elecs,Cs;"
"","commerce College,",,,,,
"",,,Pvt.-,,,"BC,BT, Gen; FAD;"
"","Shavige Malleswara hills,",,,,,
"",,,Aided,,,"BCom., BCA., BBA.,"
"","Kumara Swamy Layout,",,,,,
"",,,,,,M.Sc – BT; MB; BC; App.Gen;
"",Bangalore-78,,,,,
"",,,,,,"MCA.,  MBA., MS Commn; MIB.,"
"",,,,,,& PGDip in Hospital Admn
"","Dayananda Sagar Evening College,",,,Ph.No. : 080 – 42161761,,
93.,"Shavige Malleshwara hill,Kumaraswamy lyt",1967,Pvt.,Fax,: 080 – 26660789,"BA – H, E, P; H, E, Soc; & BCom"
"",Bangalore-78,,,Web,: www.dayanandasagar.edu,
"",,,,,,
"","Devanga Sangha First Grade College,",,,,,
"","6th Cross, Devanga Hostel Road,",,,Ph.No. : 080 – 41133977,,
94.,,2007,Pvt.,,,BCom
"","6th Cross, Sampangiramangar,",,,E-mail : pmmadhu2005@yahoo.com,,
"",Bangalore -27,,,,,
"",,,,,,
"",Diamond College of Management and,,,,,
"","Science,",,,Ph.No. :,,
"","No.123, GNR Residency Park, Diamond",,,Fax,:,
95.,,2011,Pvt.,,,BBA & BCom
"","Nagara, Kithaganaur, Maragondanhalli Main",,,E-mail :,,
"","Road, T.C. Palya, Post, K.R. Puram,",,,Web,:,
"",Bangalore-036,,,,,
"",,,,Ph.No. : 080–25726214/25720634/ 41508670,,
"",Don Bosco College of Science & Management,,,Fax,: 080 –26634908,
"",,,,,,"BCom,  BBA,  &"
96.,"1A & 10, Bommanahalii Hosur Main Road,",2000,Pvt.,E-mail : donbosco@dbit.ac.in/,,
"",,,,,,MSc – BT & BC
"",Bangalore -68.,,,dbcsmcollege@gmail.com,,
"",,,,Web,: www.dbit.ac.in,
97.,,2000,Pvt.,Ph.No. : 080 – 28437027/28,,"BSc-  BC, Gen, BT; BBA, BCA.,"
"",,,Nature,,,
"",,Year,,,,Courses offered
SL.No,Name and Address of the College,,of,,Phone / Fax / E-Mail / Web,
"",,Estd.,,,,with combination
"",,,Insttn.,,,
"",Don Bosco institute of Bio Science &,,,Fax,: 080-28437031,"M.Sc – BT; BC MBA, P.G. Diploma"
"","Management Studies,",,,E-mail : sureshn_rao@yahoo.co.in/,,in
"","Kumbalgodu, Mysore Road,",,,director@dbmis.in,,a.  ITES
"",Bangalore-560 074.,,,Web,: www.dbims.in,b. Retail Marketing
"",,,,Ph.No. : 080 – 25261254 / 25278879,,
"","Dr. Ambedkar FGC, (Evening)",,,Fax,: 080 – 25275425,
"",,,,,,"BA – H, E, P; H, E, Soc;  H, Tour, J;"
98.,"HAL, IInd Stage, Indiranagar,",1981,Pvt.,E-mail : principaldaec@rediffmail.com,,
"",,,,,,BCom  &  PG Diploma- HRM / MM
"",Bangalore-38,,,Web,: www.drambedkarcollege.com,
"",,,,,,
"",,,,Ph.No. : 080 – 25278879  / 25261254,,
"","Dr. Ambedkar FGC,",,,,,
"",,,Pvt.-,Fax,: 080 – 25275425,"BA- H, E, P; E, Soc, P; E, Mkg, Stat;"
99.,"HAL, IInd Stage, Indiranagar,",1978,,,,
"",,,Aided,E-mail : principaldac@rediffmail.com,,"BSc – P, M,Cs  & BCom"
"",Bangalore-38,,,,,
"",,,,Web,: drambedkarcollege.com,
"",,,,Ph.No. : 080 – 25274994,,
"","Dr. Ambedkar Institute of Management,",,,,,
"",,,,Fax,: 080 –25275425,"BCA, BBA, MSW, MCom, &"
100.,"HAL, IInd Stage, Indiranagar,",1999,Pvt.,,,
"",,,,E-mail : principaldaec@rediffmail.com,,P.G. Diploma–Buss. Admn
"",Bangalore-38,,,,,
"",,,,Web,: drambedkarcollege.com,
"","Dr. N.S.A.M First Grade College,",,,Ph.No. : 080 – 28463741 / 65666958,,
101.,"Gollahalli, Yelahanka Hobali,",1999,Pvt.,Fax,: 080 - 28461274,BCom &  BBA
"",Bangalore-560 064,,,E-mail : nitte.fgc@rediffmail.com,,
"","Dr. S. Gopalaraju Govt. First Grade College ,",,,,,"B.Com., BCA., & BBA"
102.,,1980,Govt.,,,
"",Anekal-562106,,,,,"BA – H, E, P; H, E, Soc; P,E,S; H,E,K"
"",Dr. S.R. Chandrashekar Institute of,,,,,BSLPA/BSc – Audiology & Speech
"","Speech and Hearing,",,,Ph.No. : 080–25460405/ 25470037/,,"Language Pathology.,"
103.,,1999,Pvt.,,,
"","Hennur Road,",,,25468470,,"MASLP/  & M.Sc., Speech"
"",Bangalore-84,,,,,Language Pathology  &  MSc –
"",,,Nature,,,
"",,Year,,,,Courses offered
SL.No,Name and Address of the College,,of,,Phone / Fax / E-Mail / Web,
"",,Estd.,,,,with combination
"",,,Insttn.,,,
"",,,,Fax,: 080 – 25467829,Audiology & Speech Language
"",,,,E-mail : dr.srcish@gmail.com,,Pathology
"",,,,Web,: www.speechear.org,
"",,,,Ph.No. : 080 – 25452626,,
"","East Point College of Mangement,",,,,,
"",,,,Fax,: 080-25452626,
104.,"#2, 80ft Road, HRBR Layout, Kalayanagar,",2007,Pvt.,,,"B.Com., BCA., & BBA"
"",,,,E-mail : eastpointrupa@gmail.com,,
"",Bangalore –43,,,,,
"",,,,Web,: www.eastpoint.ac.in,
"","East West College of Management ,",,,,,
"",,,,Ph.No: 080-23286732/23288237/23288899,,
"","No.63,BEL Lyt,Viswanedam Pst, Magadi Mn",,,,,
105.,,1998,Pvt.,Fax,: 080 – 23482825/23088244,"BCom, BBA,  MCA & MBA"
"",Rd,,,,,
"",,,,Web,: www.eastwestinstitutions.com,
"",Bangalore -91,,,,,
"",,,,Ph.No : 080-23286732/23288237/23288899,,"BSc – M,Cs,Stat;P,M,Elec; P,M,Cs;"
"","East West First Grade College of Science,",,,,,
"",,,,Fax,: 080 – 23482825/23088244,"C,Gen,BT;  C, B, MB;  B,C,BT; BT,"
106.,"Viswaneedam Post, Magadi Main Road,",1996,Pvt.,,,
"",,,,E-mail : purushothamb@rediffmail.com,,"BC, MB"
"",Bangalore-91,,,,,
"",,,,Web,: www.eastwestinstitutions.com,MSc- BT ; MB ;Appld Genetics; BC
"","Ebenezer College,",,,,,
107.,"#44, Railway Gate, Horamavu, Banaswadi,",2010,Pvt.,,,"BCom, BCA & BBA"
"",Bangalore-560 043,,,,,
"","Faith British Academy,",,,Ph.No. : 080 – 28380763/23457465,,
108.,"Ramachandrapura, Jalahalli (PO),",2007,Pvt.,Fax,: 080 – 23456582,"BCom, BCA & BBA"
"",Bangalore -13,,,E-mail : Ayamanrashid2003@yahoo.co.in,,
"","Faran College of Management,",,,,,
"",,,,,,
"","#16&P29,Kannur Village & Pst, Bagalur Mn",,,,,
109.,,2013,Pvt.,,,"BCom, BCA & BBA"
"",Rd,,,,,
"",,,,,,
"",Bangalore-562 149.,,,,,
"","FAS First Grade College,",,,,,
110.,,2008,Pvt.,E-Mail : savijairam@yahoolcom,,BCom & BBA
"","Hegde Nagar Main Road, Chokkanahalli,",,,,,
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"",Bangalore-64.,,,,
"","Federal College of Management,",,,,
"",,,,E-mail : jayashree.m6@gmail.com,"BSc – M,Elecs, CSc;"
111.,"No.54-58, Uttarahalli Main Road, Uttarahalli,",2008,Pvt.,,
"",,,,Federalcollege.vb@gmail.com,"BCom, BCA  & BBA"
"",Bangalore -61,,,,
"","Florence Degree College,",,,,
"","No.60/15, Hosur Main Road,",,,,"BCom, BCA & BBA"
112.,,2008,Pvt.,,
"","Near Fruit Market, Electronic City,",,,,
"",Bangalore-560 100,,,,
"","Full-in-Faws College,",,,Ph.No. : 080 – 26481805,
"","221/1,Akshayanagar,Yellanahally,Begoor",,,E-mail : desmond.Fullinfawcollege66,
113.,,1998,Pvt.,,BCom & BBA
"",hobli,,,@gmail.com,
"",Bangalore-68.,,,Web: www.fullinfawscollege.com,
"","G.R. College of Arts, Science & Commerce,",,,,
"",,,,Ph.No. : 2654635 / 28427442,
"","#77/2B, BM Kaval Village,",,,,
114.,,2010,Pvt.,E-mail : grinstitution@gmail.com,"BBA, BCom & BCA"
"","Off Agara Main, Tataguni Post,",,,,
"",,,,Web: www.grinstitution.org/edu.in,
"",Bangalore South,,,,
"",,,,,
"","G.T. Institute Mngmt Studies & Research,",,,Ph.No. : 080 – 23485545,
"","10/15, Magadi Road, Sunkadakatte,",,,Fax: 080 23485545,
115.,,2009,Pvt.,,MBA
"","Vishwaneedum Post,",,,E-mail : info.gteducation@gmail.com,
"",Bangalore-560 091.,,,Web: www.gteducation.edu.in,
"",,,,,
"",,,,,
"",,,,Ph.No. : 080 – 32555545 / 23485545,
"","G.T. Institute of Advanced Studies,",,,,
"",,,,Fax: 080 - 23485545,
116.,"10/15, Magadi Road, Sunkadakatte,",2009,Pvt.,,"BCom, BCA & BBA"
"",,,,E-mail : info.gteduction@gmail.com,
"","Vishwaneedum Post,",,,,
"",,,,Web: www.gteducation.edu.in,
"",Bangalore-560 091.,,,,
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"",,,,,
"","G.V.S College of Management Studies,",,,,
"","No. 53(193), Yellamanapalya, Dodda Agade",,,,
"",,,,,"BCom, BCA & BBA"
117.,"Dhakale. CD Hoskote Pst, Anekal Kasaba",2007,Pvt.,,
"",,,,,"BA – H, E, P; H, E, Soc;"
"","Hobli,",,,,
"",Bangalore Urban Dist.,,,,
"",,,,,
"",,,,,
"",,,,,
"",,,,,
"",,,,Ph.No. : 080 – 23527887 /23429917,
"",,,,,"BA- Eng, Psy, J;"
"",,,,Fax: 080 – 23527245,
"","Ganga Kaveri Institute of Science & Mgmt,",,,,"BSc – BC, B, Gen; BC,Z,BT;  C,Z,MB;"
"",,,,E-mail : principal@gkism.com,
118.,"Rajkumar Road, Rajajinagar, 3rd Stage",1999,Pvt.,,"Z,B,BC; M,Stat,Cs; P,M, Elecs; FAD;"
"",,,,secretary@gkism.com,
"",Bangalore-10,,,,"BCom, BCA, BBA, MSW"
"",,,,Web: Web : www.gkism.com,M.Sc– BT; MB; BC; Che (Org);Appl.
"",,,,,Gen
"",,,,,
"",,,,,
"",,,,,
"",,,,,"BA-H, J, Tour;  E, Com, RB, Mkg;"
"",,,,Ph.No. : 080 – 66487619/29,"P,J,Soc ; Psy, Opt. E, J;"
"",Garden City  College of Science and,,,,
"",,,,Fax: 080 – 66487667,"BSc-M, Stat, Cs; C,MB,Z; C, MB,"
"","Management College,",,,,
119.,,1994,Pvt.,E-mail : principal@gardensitycollege.edu,"Gen;  BT, Gen, BC; Gen, BT,C;"
"","No.9, Dooravani Nagar,",,,,
"",,,,Web: www.gardencitycollege.edu,
"",Bangalore-49,,,,"Elecs, M, Cs; C, Z, BT; FAD;"
"",,,,,"BCom., BCA., BBA., BHM.,"
"",,,,,"MCA.,MTA.,"
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"",,,,,MSc- MB ; BC ; BT; Appl Gen ; Elec.
"",,,,,"Media; Elec. Sc.;  MBA.,  MSW.,"
"",,,,,MS  Commn. & MTA
"","Gateway College of Business Management,",,,,
"","1906, 7th main E Block, 2nd Stage,",,,Ph.No. : 080 – 23286732 / 8237/8899,
120.,,2010,Pvt.,,BBA & BCA
"","Rajajinagar,",,,"Fax: 23088244, 23482825",
"",Bangalore -10,,,,
"","Global Institute for Corporate Education,",,,,
121.,"Nagashettihalli, #53, RMV 2nd Stage,",2012,Pvt.,,"BCom, BCA & BBA"
"",Bangalore-560 094,,,,
"","Global Institute of Management Sciences,",,,Ph.No. : 080 – 28602670,
122.,"No.6, Devadiga Saudha, 3rd Cross, Ideal",,,Fax: 080 - 28601200,
"",,1999,Pvt.,,"BBA, BCA, MBA & MCA"
"","Township, Rajarajeshwari Nagar,",,,E-mail : principal@gimsbengaluru.com,
"",Bangalore-98,,,Web: www.gimsbengaluru.com,
"",,,,Ph.No. : 080 - 25567177,
"",,,,,"BA- Psy, Opt. Eng, J;  Psy, Mkg,"
"","Goodwill Christain Womens College,",,,Fax: 080 – 41516793,
123.,,,,,Eco;
"","10, Frazer Town,",1999,Pvt.,E-mail : shobhastephen@gmail.com/,
"",,,,,"BSc  - C,B, MB"
"",Bangalore-51,,,goodwillchristiancollege@gmail.com,
"",,,,,BCom  & BBA
"",,,,Web: www.goodwillcollege.org,
"",,,,,
"",,,,Ph.No. : 080 – 23303737  / 23305300,"BSc – MB, BC, C; App. Gen,  Z, C;"
"","Goutham College of Science,",,,,
"",,,,Fax: 080 – 23118101,"BC, BT, MB; FAD;"
124.,"No.258, 5th Main, 2nd Cross,",1998,Pvt.,,
"",,,,E-mail : gouthamgiri@yahoo.co.in,"BCA, BBA, MSW,"
"","Manjunathanagar,",,,,
"",,,,Web: http://www.goutham college.org,MSc – BT ; BC ; Psy
"",Bangalore-10,,,,
125.,"Goutham Evening College,",2007,Pvt.,,"BA -H, E, P; H, E,Socio; &  BCom"
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"","#1457, 14th Main Road, Shankar Mutt Road,",,,Ph.No : 080 – 23598874 /23303737/,
"",Mahalakshmipura,,,23305300 Fax: 080 – 23118101,
"","Bangalore -86,",,,E-mail : gouthamgiri@yahoo.co.in,
"",,,,Web: gouthamcollege.org,
"","Government First Grade College,",,,,
126.,,,,Ph.No : 080 – 25724010,"BA- H, E, Socio; H, E, P;"
"","24th Mn Rd, 1st Cross, 1st Sector, HSR Agara,",2007,Govt.,,
"",,,,E-mail : gfgchsr@yahoo.in,"BSc – P, M, Csc; BCom., & BBA"
"",Bangalore-560 102.,,,,
"","Government First Grade College,",,,,"BA- H, E, Socio; H, E, P;"
127.,,,,Ph.No. : 080 – 28399095,
"","Govt. Junior College Annex, Peenya,",2007,Govt.,,"BSc – P,M, CSc"
"",,,,E-Mail : GFGCPEENYA@gmail.com,
"",Bangalore -560 058.,,,,BCom & BBA
"","Government First Grade College,",,,,
"",,,,,"BA – H , E, K; H, E, P; H, E, S;"
128.,"Govt. Middle & Higher School Annex,",,,Ph. No : 080 – 23121844,
"",,2007,Govt.,,"BSc – P, M, CSc;"
"","2nd Block, Rajajinagar,",,,E-Mail : kotraiahamr@gmail.com,
"",,,,,BCom  & BBA
"",Bangalore -560 010.,,,,
"",,,,,
"","Government First Grade College,",,,,
"",,,,,"BA – H, E, Socio; H,E, P;"
129.,"Govt. Middle School Annex, Near NES Office,",,,,
"",,2007,Govt.,Ph. No : 080 –  28565188,"BSc –P,C,M; C,B,Z;"
"","Yelahanka,",,,,
"",,,,,BCom & BBA
"",Bangalore -560 064.,,,,
"",,,,,
"","Government First Grade College,",,,,
"",,,,Ph. No : 080 – 23560570,"BA – H, E, S ;  H, E, P; H, E, K;"
130.,"Govt. PU College Annex, 18th Cross,",,,,
"",,2007,Govt.,Fax: 0816 – 2284198,"BSc –P, M, CSc;"
"","Malleswaram,",,,,
"",,,,E-Mail : ppgov15_cce_kabn@nic.in,Bcom  & BBA
"",Bangalore -560 003.,,,,
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"","Government First Grade College,",,,,
"",,,,Ph.No. : 080 – 25468522,"BA- H,E, Socio; H, E, Psy;"
131.,"Govt. Tamil School Annex, Cox Town,",,,,
"",,2007,Govt.,Fax: 080 – 25468522,"BSc - M, P, CSc;"
"","Frazer Town Post,",,,,
"",,,,E-mail : gfgcfrtn05@gmail.com,BCom & BBA
"",Bangalore -560 005.,,,,
"","Govt. First Grade College for Women,",,,,
132.,"BBAP Jr. College Premises, Padarayanapura,",,,,"BA –H,E, Socio; H, E, P; H,E,U"
"",,2014,Govt.,,
"","Near Sangam Circle, Chamarajapet,",,,,B.com
"",Bangalore-560 026.,,,,
"",,,,,
"",,,,,
"","Government First Grade College,",,,,
"",,,,Ph.No. : 080 – 28486513,
133.,"Govt. High School, Building,",,,,"BA- H, E, Geog; H, E,P; H, E, S;"
"",,2007,Govt.,Fax: 080 – 28486513,
"","Kengeri Satellite Town, Kengeri,",,,,"H,E,Opt.Kan;"
"",,,,E-mail : ravindrakatoti@yahoo.com,
"",Bangalore -60,,,,"BSc –M, P, CSc;"
"",,,,,BCom & BBA
"",,,,,
"",,,,Ph.No. : 080 – 23302141 / 23405575,
"","Government First Grade College,",,,,"BA –H,E, Socio; H, E, P; H, E, Opt."
"",,,,Fax: 080 – 23302141,
134.,"No.5, 3rd Main, 7th Cross,",,,,"K; J, Socio, Opt. Kan ;"
"",,1985,Govt.,E-mail : gfgcvb@yahoo.co.in,
"","RPC Layout, Vijayanagar,",,,,"BSc- P, M, Cs;"
"",,,,Web: www.govtdegreecollege,
"",Bangalore-40,,,,"BCom, BBA &  MA – Kan"
"",,,,vijayanagara.com,
"","Government First Grade College,",,,Ph.No. : 080 – 26768767,"BA – H, E, Socio; H,E,P;"
135.,,,,,
"","Yedur, 6th Block, Jayanagar,",2007,Govt.,Fax: 26768767,"BSc – P, M, Csc"
"",,,,,
"",Bangalore -560 082.,,,E-mail : gfgcjb70@gmail.com,BCom  & BBA
"",,,Nature,,
"",,Year,,,Courses offered
SL.No,Name and Address of the College,,of,Phone / Fax / E-Mail / Web,
"",,Estd.,,,with combination
"",,,Insttn.,,
"",,,,,"BA- H,E,Geog; H, E, Soc; H,E,P; E,"
"",,,,,"Soc,P; H, E.Opt, K; H, E, Opt. E;"
"",,,,,"P, Soc, Philosophy;Geog,"
"",,,,Ph.No. : 080 – 22211115,
"","Govt. Arts College,",,,,Archaeology/ Musueology;
136.,,,,Fax: 080 – 22211115,
"","K.R. Circle,",1928,Govt.,,"P,Psy, J; P, Opt E, J;Geology,"
"",,,,E-mail : gacbangalore@yaoo.co.in,
"",Bangalore-1,,,,Tourism & Communicative Eng;
"",,,,,
"",,,,,"Geography,Eng,Tour;"
"",,,,,"BCom, BBA,"
"",,,,,MA- Kan; Eng ; His ; Eco
"",,,,Ph.No. : 080 – 25612375,"BA- H, E, Opt. Kan; H E P; H, Soc, J"
"","Govt. First Grade College,",,,,
"",,,,Fax: 080 – 25612375,"BSc-P, M, Elecs ; P, C,M;  P, M, Cs;"
137.,"K.R. Puram,",1991,Govt.,,
"",,,,E-mail : gfgckrp1991@yahoo.com,"C,B,Z;"
"",Bangalore-36,,,,
"",,,,Web: gfgckrpuram.kar.nic.in,"Bcom,  BBA & MA– Kan"
"",,,,Ph.No. : 080 – 28454946,
"","Govt. First Grade College,",,,,"BA – H, E, P ; H, E S;  H,E,K;  H,S,J;"
138.,,,,Fax: 28454946,
"","Kadugudi,",2009,Govt.,,
"",,,,E-mail : drnarao@gmail.com,
"",,,,,"BSc - P, M, Cs;"
"",Bangalore -560 067.,,,BCom  & BBA Web: gfgcollegekadagudi.com,
"","Govt. First Grade College,",,,Ph.No. : 080 – 28538772,"BA- H, E, P; H, E, S;"
139.,"Varthur,",2009,Govt.,Fax: 080 – 28538772,"BSc – P, M, CSc"
"",Bangalore -560 087.,,,E-mail : varthurpince@gmail.com,BCom  & BBA
"",,,,Ph.No. : 080 – 22262889,
"","Govt. R.C. College of Commerce & Mgmt,",,,,
